Rank,Name,Symbol,marketcap,price (SGD),country,ticker,cik
914,Castellum,CTM,103205890.95417,1.0908242936134,United States,CTM,0001877939
915,Corero Network Security,CNS.L,102451280.18893,0.20003523350716,United Kingdom,,
916,Quantum,QMCO,101940263.37967,6.9640701293945,United States,QMCO,0000709283
917,Airtasker,ART.AX,101054070.09378,0.20735006746292,Australia,,
918,Identiv,INVE,100655167.13264,4.2373294353485,United States,INVE,0001036044
919,Blackboxstocks,BLBX,100029373.74256,23.234903097153,United States,BLBX,0001567900
920,Expensify,EXFY,97142326.298904,1.0433303594589,United States,EXFY,0001476840
921,Mobix Labs,MOBX,96340495.553741,0.93464477968216,United States,MOBX,0001855467
922,Research Solutions,RSSS,96043344.826088,2.9187646865845,United States,RSSS,0001386301
923,Intchains Group,ICG,95581258.290443,1.5743407068253,China,ICG,0001326205
924,Coheris SA,COH.PA,94878098.433766,16.687525031567,France,,
925,AEye,LIDR,94591264.515152,2.0994623184204,United States,LIDR,0001818644
926,ATARI,ALATA.PA,93983406.165972,0.16908096590996,France,,
927,Drecom,3793.T,93909688.155236,3.2371660694122,Japan,,
928,Kalray,ALKAL.PA,92598393.43483,6.0280811817646,France,,
929,Thinkific Labs,THNC.TO,91682680.940652,1.3502487075329,Canada,,
930,Teads,TEAD,91480117.391243,0.95819972276688,United States,TEAD,0001454938
931,Méliuz,CASH3.SA,90063928.924832,0.79543378589153,Brazil,,
932,Zoomd Technologies,ZOMD.V,89786665.482006,0.89079034026623,Canada,,
933,Mobilicom,MOB,89274125.282402,7.4633325099945,Australia,,
934,Aiforia Technologies Oyj,AIFORIA.HE,89164064.810839,2.6464746651649,Finland,,
935,AudioEye,AEYE,87755947.752914,7.066482925415,United States,AEYE,0001362190
936,3P Learning,3PL.AX,87341003.107438,0.32003998756409,Australia,,
937,Nano Labs,,87301429.522896,3.7764718532562,China,,
938,Exasol AG,EXL.DE,85207616.550336,3.2051748722553,Germany,,
939,Playstudios,MYPS,83444845.259953,0.66171467828751,United States,MYPS,0001823878
940,Vantiva,VANTI.PA,82466618.714924,0.16819893570423,France,,
941,Forian,FORA,82339324.73011,2.6499310970306,United States,FORA,0001829280
942,Freightos,CRGO,82067613.340988,1.6001999378204,Israel,CRGO,0001093819
943,Celebrus Technologies,CLBS.L,81972916.068988,2.0854829717636,United Kingdom,,
944,Sylogist,SYZ.TO,81586328.24657,3.4881542292595,Canada,,
945,Chegg,CHGG,81042015.75716,0.73020323562622,United States,CHGG,0001364954
946,NFON AG,NFN.DE,79543548.850427,4.7636543972969,Germany,,
947,Where Food Comes From,WFCF,79445482.197437,15.541141796112,United States,WFCF,0001360565
948,SYLA Technologies,SYT,77011908.37328,2.8931614875793,Japan,,
949,Global Mofy Metaverse,GMM,75924263.996983,1.4723119587898,China,,
950,iLearningEngines,AILE,75904083.555527,0.53766717910767,United States,AILE,0001835972
951,"111, Inc.",YI,71900163.123589,8.2954364776611,China,,
952,freelancer.com,FLN.AX,71139124.675241,0.15776563210964,Australia,,
953,Mobile Factory,3912.T,69196745.663676,9.6954450024605,Japan,,
954,cyan AG,CYR.DE,68078191.82538,3.1169590500832,Germany,,
955,CarParts.com,PRTS,67306478.123207,1.0201594643593,United States,PRTS,0001378950
956,Skillz,SKLZ,67206518.113651,4.3909486293793,United States,SKLZ,0001801661
957,Agile Content,AGIL.MC,66735544.707632,2.9111221316814,Spain,,
958,1-800-PetMeds,PETS,66572424.166451,3.1107886791229,United States,PETS,0001040130
959,Mister Spex,MRX.F,65064194.759936,1.8966465775013,Germany,,
960,Scienjoy Holding Corporation,SJ,65038941.044598,1.5361919403076,China,SJ,0001753673
961,Alarum Technologies,ALAR,65005380.371342,8.973921251297,Israel,,
962,Sequans Communications,SQNS,64503516.705723,4.0325038433075,France,SQNS,0001383395
963,Avant Technologies Inc.,AVAI,64245554.234467,0.46469806194305,United States,,
964,Gigas Hosting,GIGA.MC,63273888.509183,5.0577071378708,Spain,,
965,AgEagle Aerial Systems,UAVS,60212584.412937,1.3825727462769,United States,UAVS,0000008504
966,eHealth,EHTH,60065401.863136,1.9330415248871,United States,EHTH,0001333493
967,Elauwit Connection,ELWT,59575018.671951,8.9995244503021,United States,ELWT,0002063863
968,Ekso Bionics,EKSO,53873652.231731,15.118689012527,United States,EKSO,0001549084
969,Mentice AB,MNTC.ST,53086204.08361,1.8874550290585,Sweden,,
970,Stock3 AG,BOG.DE,51706287.66923,46.1662802701,Germany,,
971,HiPay Group,ALHYP.PA,51243360.068498,8.1158684414387,France,,
972,People Can Fly,PCF.WA,50705484.223318,1.1899829230404,Poland,,
973,Techstep ASA,TECH.OL,50644963.38151,1.4719407124043,Norway,,
974,reAlpha Tech,AIRE,50344584.090462,0.38507211303711,United States,AIRE,0001859199
975,SHL Telemedicine,SHLT,50253779.78487,2.6243278980255,Israel,,
976,Latch,LTCH,50045753.792953,0.30467806816101,United States,LTCH,0001826000
977,geechs,7060.T,49290109.938636,4.851742203474,Japan,,
978,Automated Systems Company KPSC,ASC.KW,48867349.916663,488.67417765141,Kuwait,,
979,Pixelworks,PXLW,47776501.300011,7.5913485050201,United States,PXLW,0001040161
980,Arrive AI,ARAI,46432128.526649,1.2743992304802,United States,ARAI,0001818274
981,Natural Health Trends,NHTC,45984364.420528,3.9940990447998,United States,NHTC,0000912061
982,TransAct Technologies,TACT,44274383.086014,4.3781470298767,United States,TACT,0001017303
983,Skillsoft,SKIL,44064339.562016,5.0310286045074,United States,SKIL,0000940181
983,Skillsoft,SKIL,44064339.562016,5.0310286045074,United States,SKIL,0001774675
984,Usio,USIO,44047589.949226,1.613001537323,United States,USIO,0001088034
985,Phunware,PHUN,43674684.476357,2.1634703159332,United States,PHUN,0001298824
985,Phunware,PHUN,43674684.476357,2.1634703159332,United States,PHUN,0001665300
986,Katapult Holdings,KPLT,41152500.540762,8.7178892612457,United States,KPLT,0001785424
987,LivePerson,LPSN,40812180.259266,3.4436302661896,United States,LPSN,0001102993
988,Zenvia,ZENV,40652628.804026,0.77334462594986,Brazil,,
989,Tose Software,4728.T,38539545.583735,5.0846801080227,Japan,,
990,BeLive Holdings,BLIV,37414361.797056,3.4436302661896,Singapore,,
991,3i Infotech,3IINFOLTD.NS,37116062.765927,0.17866808377743,India,,
992,Energous,WATT,36143260.258608,16.616476154327,United States,WATT,0001575793
993,Wedia SA,ALWED.PA,34722575.870452,40.64840683651,France,,
994,Beamr Imaging,BMR,34393609.327555,2.2146767139435,Israel,BMR,0001289236
995,Nippon Ichi Software,3851.T,34265684.223886,6.7715468744755,Japan,,
996,Zoom Telephonics,MINM,33967861.412258,4.6213774204254,United States,MINM,0001467761
997,YOC AG,YOC.DE,33223751.799092,9.5567268702507,Germany,,
998,Neonode,NEON,32871780.781889,1.9586447238922,Sweden,NEON,0000087050
998,Neonode,NEON,32871780.781889,1.9586447238922,Sweden,NEON,0001072978
999,authID,AUID,31253433.296614,2.0738591194153,United States,AUID,0001534154
1000,INTERSHOP Communications,ISHA.DE,30937680.564723,1.6319991109848,Germany,,
1001,Smith Micro Software,SMSI,27652850.299883,1.0828873019218,United States,SMSI,0000948708
1002,Greenidge Generation Holdings,GREE,27506330.872936,1.7410175323486,United States,GREE,0001844971
1003,NJ Holdings,9421.T,27337294.712625,5.1650101449013,Japan,,
1004,System1,SST,26877787.69928,2.6883358955383,United States,SST,0001805833
1005,SurgePays,SURG,26698250.386896,1.1393423557281,United States,SURG,0000836429
1005,SurgePays,SURG,26698250.386896,1.1393423557281,United States,SURG,0001392694
1006,iomart Group,IOM.L,25895814.126077,0.22812578329563,United Kingdom,,
1007,Nacon,NACON.PA,25673880.47646,0.23553662924767,France,,
1008,Verimatrix,VMX.PA,22973000.29357,0.2631778428936,France,,
1009,CISO Global,CISO,22610932.654839,0.5133441400528,United States,CISO,0001777319
1010,VIA optronics AG,VIAO,22359086.787825,0.28560368490219,Germany,,
1011,Rail Vision,RVSN,22254761.432838,10.151668405533,Israel,,
1012,Cyngn,CYN,22050325.009422,2.7651454925537,United States,CYN,0000201461
1012,Cyngn,CYN,22050325.009422,2.7651454925537,United States,CYN,0001874097
1013,AppTech Payments,APCX,21939634.699163,0.55558941841125,United States,APCX,0001070050
1014,Semilux International,SELX,21800998.49719,0.58247277736664,Taiwan,,
1015,Appirits,4174.T,21416542.141089,5.3015648067951,Japan,,
1016,WonderPlanet,4199.T,21053196.902728,8.2575949495316,Japan,,
1017,Upland Software,UPLD,20546489.111857,0.7056241645813,United States,UPLD,0001505155
1018,Perpetuals.com,PDC,19994719.690738,6.5544189453125,Japan,PDC,0000320575
1019,Swvl Holdings,SWVL,19899287.606926,1.9970495223999,United Arab Emirates,,
1020,The Glimpse Group,VRAR,18347285.691233,0.87050876617432,United States,VRAR,0001854445
1021,Starbreeze,STAR-B.ST,18307823.480606,0.011270246566868,Sweden,,
1022,WeTrade Group,WETG,16970961.405673,6.4648077487946,China,WETG,0001784970
1023,SOS Limited,SOS,16658715.031886,1.8690335273743,China,SOS,0000933452
1023,SOS Limited,SOS,16658715.031886,1.8690335273743,China,SOS,0001346610
1024,Trust Stamp,IDAI,16049440.825801,3.0595822811127,United States,IDAI,0001004981
1024,Trust Stamp,IDAI,16049440.825801,3.0595822811127,United States,IDAI,0001718939
1025,Signing Day Sports,SGN,15450192.832446,1.1264127402306,United States,SGN,0000810365
1025,Signing Day Sports,SGN,15450192.832446,1.1264127402306,United States,SGN,0001898474
1026,Silicon Studio,3907.T,15390568.102603,5.6068061453342,Japan,,
1027,enish,3667.T,15358035.397787,0.45786328796864,Japan,,
1028,SIMPPLE,SPPL,15332987.7882,2.6499310970306,Singapore,,
1029,Guardforce AI,GFAI,15112901.409392,0.69256653308868,Singapore,,
1030,Jump Networks,JUMPNET.NS,14938601.231365,0.15361919403076,India,,
1031,Marpai,MRAI,14674081.780844,0.61447677612305,United States,MRAI,0001844392
1032,OLB Group,OLB,13055729.174929,0.80138012886047,United States,OLB,0001314196
1033,AlphaTON Capital Corp,ATON,11871008.989444,0.50655929231644,British Virgin Islands,,
1034,Yunji,YJ,11854300.341773,2.4067007064819,China,,
1035,SeaChange,SEAC,10752001.974525,4.1605198383331,United States,SEAC,0001019671
1036,Locafy,LCFY,10594159.532819,5.8887357711792,Australia,,
1037,VERSES AI,VERS.NE,10462949.538717,0.82515397929668,Canada,,
1038,CXApp,CXAI,10283179.237223,0.2816351890564,United States,CXAI,0001820875
1039,Cemtrex,CETX,9900662.3234463,0.98239474582672,United States,CETX,0001435064
1040,Socket Mobile,SCKT,9392212.2348833,1.1774911222458,United States,SCKT,0000944075
1041,Witbe S.A.,ALWIT.PA,9275100.642314,2.2568579843044,France,,
1042,BIO-key International,BKYI,9183663.9377069,0.8474658870697,United States,BKYI,0001019034
1043,Treasure Global,TGL,8220390.9410572,4.9055729293823,Malaysia,TGL,0001905956
1044,zSpace,ZSPC,8189827.1222448,0.24591872644424,United States,ZSPC,0001637147
1045,Orangekloud Technology,ORKT,7924361.6335201,1.3569695472717,Singapore,,
1046,Aterian,ATER,7445008.3004665,0.74249277114868,United States,ATER,0001310630
1046,Aterian,ATER,7445008.3004665,0.74249277114868,United States,ATER,0001757715
1047,Sphere 3D,ANY,6948760.6965494,2.0482559204102,Canada,ANY,0001591956
1048,Super League Enterprise,SLE,6481960.611968,5.587898182869,United States,SLE,0000023666
1048,Super League Enterprise,SLE,6481960.611968,5.587898182869,United States,SLE,0001621672
1049,Versus Systems,VS,6086684.3439674,1.2417551517487,Canada,VS,0001701963
1050,Kidpik,PIK,5946218.7934256,3.0467806816101,United States,PIK,0001094286
1050,Kidpik,PIK,5946218.7934256,3.0467806816101,United States,PIK,0001861522
1051,Lucas GC,LGCL,5934903.4596252,2.1250655174255,China,,
1052,Jet.AI,JTAI,5763723.0313969,0.12673583507538,United States,JTAI,0001861622
1053,Urgent.ly Inc.,ULY,5693662.4376392,2.5987246990204,United States,ULY,0001603652
1054,Focus Universal,FCUV,5304214.7378922,5.3766717910767,United States,FCUV,0001590418
1055,Foresight Autonomous Holdings,FRSX,5131787.4338722,3.520439863205,Israel,,
1056,Mynaric,M0YN.DE,4960299.7672558,0.78506577045441,Germany,,
1057,Netcapital,NCPL,4671653.1421518,0.5952743768692,United States,NCPL,0001414767
1058,Onfolio Holdings,ONFO,4129719.18993,0.70434400463104,United States,ONFO,0001825452
1059,Marin Software,MRIN,3665877.5549936,1.1497116513252,United States,MRIN,0001389002
1059,Marin Software,MRIN,3665877.5549936,1.1497116513252,United States,MRIN,0001527599
1060,Xiao-I,AIXI,3452062.6797819,0.25859230995178,China,,
1061,Mobile-health Network Solutions,MNDR,2925895.1775074,1.1009375572205,Singapore,,
1062,IMTE,IMTE,2698371.0693884,0.78294582557678,Australia,IMTE,0001668438
1063,"Fr8Tech 
 (Freight Technologies)",FRGT,2423007.3839283,1.5489935398102,United States,FRGT,0001687542
1064,G Medical Innovations,GMVD,2274352.6501846,0.2317089509964,Israel,GMVD,0001760764
1065,HUB Cyber Security,HUBC,2115655.0616312,0.968825050354,Israel,,
1066,Starbox Group,STBX,1454200.2558136,2.7011374950409,Malaysia,,
1067,Argo Blockchain,ARBK,1225805.6389284,3.6740590572357,United Kingdom,ARBK,0001136655
1068,Lifeward,LFWD,747260.08680344,0.49017324495316,Israel,LFWD,0001607962
1069,Exela Technologies,XELA,390782.9065752,0.01408175945282,United States,XELA,0001620179
1070,Fintech Scion (FintechCashier),FINR,254422.8289938,0.0012801599502563,United Kingdom,FINR,0001623590
1071,BloomZ,BLMZ,240069.67563152,0.16386047363281,United States,,
1072,Remark Holdings,MARK,158488.92248154,0.0025603199005127,United States,MARK,0001368365
1073,Movella,MVLA,136855.49948215,0.0026883358955383,United States,MVLA,0001839132
1074,Vinco Ventures,BBIG,83210.396766663,0.0064007997512817,United States,BBIG,0001717556
1075,Presto Automation,PRST,53575.974078178,0.0001280159950256,United States,PRST,0000846876
1075,Presto Automation,PRST,53575.974078178,0.0001280159950256,United States,PRST,0001080306
1075,Presto Automation,PRST,53575.974078178,0.0001280159950256,United States,PRST,0001822145
1076,Triterras,TRIRF,9795.7839393616,0.0001280159950256,Singapore,,
1077,Grom Social Enterprises,GROM,2309.4085502625,0.0002560319900512,United States,GROM,0001662574
